Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H1,C6)","(H1,C7)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H2,C6)","(H2,C7)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H3,C6)","(H3,C7)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H4,C6)","(H4,C7)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H5,C6)","(H5,C7)","(H6,C1)","(H6,C2)","(H6,C3)","(H6,C4)","(H6,C5)","(H6,C6)","(H6,C7)","(H7,C1)","(H7,C2)","(H7,C3)","(H7,C4)","(H7,C5)","(H7,C6)","(H7,C7)","(H8,C1)","(H8,C2)","(H8,C3)","(H8,C4)","(H8,C5)","(H8,C6)","(H8,C7)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(H7,CU)","(H8,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)","(HU,C6)","(HU,C7)"
1046,0,0,0,0,298.35,0,0,193.13,395.50,0,0,0,0,0,0,0,0,0,298.35,0,0,0,0,0,0,33.57,66.70,0,0,0,39.05,0,0,660.00,0,0,0,291.67,0,0,0,0,0,0,0,1260.00,0,0,0,141.53,0,0,0,0,0,0,0,0,0,72.04,0,0,0,479.35,0,0,0,0,65.66,0,63.08
