Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H1,CU)","(H2,CU)","(HU,C1)","(HU,C2)"
1,850.00,1950.00,2175.00,0,0,2225.00,575.00,0
