Index,"(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(H7,CU)","(H8,CU)","(H9,CU)","(H10,CU)","(H11,CU)","(H12,CU)","(H13,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)","(HU,C6)","(HU,C7)"
414,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
