Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H1,C6)","(H1,C7)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H2,C6)","(H2,C7)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H3,C6)","(H3,C7)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H4,C6)","(H4,C7)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H5,C6)","(H5,C7)","(H6,C1)","(H6,C2)","(H6,C3)","(H6,C4)","(H6,C5)","(H6,C6)","(H6,C7)","(H7,C1)","(H7,C2)","(H7,C3)","(H7,C4)","(H7,C5)","(H7,C6)","(H7,C7)","(H8,C1)","(H8,C2)","(H8,C3)","(H8,C4)","(H8,C5)","(H8,C6)","(H8,C7)","(H9,C1)","(H9,C2)","(H9,C3)","(H9,C4)","(H9,C5)","(H9,C6)","(H9,C7)","(H10,C1)","(H10,C2)","(H10,C3)","(H10,C4)","(H10,C5)","(H10,C6)","(H10,C7)","(H11,C1)","(H11,C2)","(H11,C3)","(H11,C4)","(H11,C5)","(H11,C6)","(H11,C7)","(H12,C1)","(H12,C2)","(H12,C3)","(H12,C4)","(H12,C5)","(H12,C6)","(H12,C7)","(H13,C1)","(H13,C2)","(H13,C3)","(H13,C4)","(H13,C5)","(H13,C6)","(H13,C7)"
414,0,0,0,0,0,23.10,0,0,0,0,0,0,15.22,0,0,0,15.15,0,15.15,0,15.15,0,0,0,0,14.76,0,0,10.70,0,0,0,0,0,0,0,0,0,149.60,0,0,0,0,0,175.69,82.51,0,0,0,0,6.03,0,2.35,0,0,0,0,0,0,59.89,0,0,0,0,0,0,165.79,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.30
