Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)"
1,392.08,0,0,0,0,119.87,0,176.16,126.26,0,460.32,251.41,0,0,240.19,314.43,0,0,0
