Index,"(C1,H1)","(C2,H1)","(C3,H1)","(C4,H1)","(C1,H2)","(C2,H2)","(C3,H2)","(C4,H2)","(C1,H3)","(C2,H3)","(C3,H3)","(C4,H3)","(CU,H1)","(CU,H2)","(CU,H3)","(C1,HU)","(C2,HU)","(C3,HU)","(C4,HU)"
1,"(569.20,514.59)",0,0,0,0,"(576.00,389.00)",0,"(566.00,461.76)","(514.59,497.00)",0,"(386.00,326.00)","(461.76,313.00)",0,0,"(308.00,293.00)","(613.00,569.20)",0,0,0
