Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)"
1,14.36,0,0,0,0,36.24,0,64.34,19.64,0,16.92,2.58,0,0,2.01,10.23,0,0,0
