Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)"
1,"(626.00,586.00)",0,0,0,0,"(620.00,519.00)",0,"(620.00,519.00)","(528.00,507.51)",0,"(507.51,391.99)","(507.51,391.99)",0,0,"(391.99,353.00)","(650.00,650.00)",0,0,0
