Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)"
1,9.80,0,0,0,0,1.19,0,1.74,6.16,0,3.98,2.18
