Index,"(H1,C1)","(H2,C1)","(H3,C1)","(H4,C1)","(H5,C1)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)"
24,960.00,400.00,600.00,0,720.00,120.00,0,0,400.00,0,3980.00
