Index,"(H1,C1)","(H2,C1)","(H3,C1)","(H4,C1)","(H5,C1)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)"
24,"(500.00,340.00)","(480.00,380.00)","(460.00,360.00)",0,"(380.00,320.00)","(340.00,320.00)",0,0,"(380.00,360.00)",0,"(700.00,700.00)"
