Index,"(H1,C1)","(H2,C1)","(H3,C1)","(H4,C1)","(H5,C1)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)"
24,36.93,9.09,19.19,0,18.39,9.00,0,0,10.00,0,33.77
