Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H1,CU)","(H2,CU)","(HU,C1)","(HU,C2)"
4,0,"(150.00,60.00)","(90.00,70.62)","(70.62,65.00)",0,"(65.00,60.00)","(180.00,180.00)",0
