Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H1,CU)","(H2,CU)","(HU,C1)","(HU,C2)"
4,0,1800.00,0.10,450.00,0,1949.90,2624.90,0
