Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(CU,H1)","(CU,H2)","(C1,HU)","(C2,HU)"
4,0,"(100.00,40.00)","(82.00,20.00)","(40.00,25.00)",0,"(15.00,10.00)","(125.00,82.00)",0
