Index,"(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)","(HU,C6)","(HU,C7)","(HU,C8)","(HU,C9)","(HU,C10)"
17,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
