Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H1,C6)","(H1,C7)","(H1,C8)","(H1,C9)","(H1,C10)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H2,C6)","(H2,C7)","(H2,C8)","(H2,C9)","(H2,C10)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H3,C6)","(H3,C7)","(H3,C8)","(H3,C9)","(H3,C10)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H4,C6)","(H4,C7)","(H4,C8)","(H4,C9)","(H4,C10)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H5,C6)","(H5,C7)","(H5,C8)","(H5,C9)","(H5,C10)","(H6,C1)","(H6,C2)","(H6,C3)","(H6,C4)","(H6,C5)","(H6,C6)","(H6,C7)","(H6,C8)","(H6,C9)","(H6,C10)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)","(HU,C6)","(HU,C7)","(HU,C8)","(HU,C9)","(HU,C10)"
17,0,0,0,0,0,0,0,"(256.77,159.00)","(385.00,256.77)",0,0,"(495.42,341.84)","(516.00,495.42)","(495.42,321.20)","(495.42,366.56)","(495.42,365.14)",0,0,0,"(495.42,380.81)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(217.00,111.00)",0,0,0,"(407.49,43.00)",0,"(649.00,588.01)",0,0,0,0,0,"(588.01,407.49)",0,0,"(345.38,43.00)","(132.00,82.00)","(91.00,60.00)","(111.00,43.00)",0,0,0,0,0,0,0,0,0,"(1800.00,800.00)",0
