Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H6,C1)","(H6,C2)","(H6,C3)","(H6,C4)","(H6,C5)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)"
380,0,0,2.07,0.10,15.27,0,0,0,0,0,0.72,0,0,0,0,0.92,0.29,0,0,0,1.25,0,0.30,0,0,0,0,0,0,0,24.80,9.23,0,0,0,7.33,0,0,0,0,0
