Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H4,C1)","(H4,C2)","(H5,C1)","(H5,C2)","(H6,C1)","(H6,C2)","(H7,C1)","(H7,C2)","(H8,C1)","(H8,C2)","(H9,C1)","(H9,C2)","(H10,C1)","(H10,C2)","(H11,C1)","(H11,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(H7,CU)","(H8,CU)","(H9,CU)","(H10,CU)","(H11,CU)","(HU,C1)","(HU,C2)"
39,0,0,0,0,"(170.10,60.00)",0,"(277.00,121.90)",0,"(160.84,90.00)","(250.60,160.84)",0,"(210.00,163.00)",0,"(303.60,270.20)",0,"(360.00,290.00)","(178.60,108.90)",0,0,"(359.60,280.00)",0,"(290.00,158.77)","(140.20,39.50)","(248.80,110.00)",0,0,0,0,0,0,0,0,"(158.77,115.00)",0,"(500.00,499.00)"
