Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H4,C1)","(H4,C2)","(H5,C1)","(H5,C2)","(H6,C1)","(H6,C2)","(H7,C1)","(H7,C2)","(H8,C1)","(H8,C2)","(H9,C1)","(H9,C2)","(H10,C1)","(H10,C2)","(H11,C1)","(H11,C2)"
39,0,0,0,0,33.93,0,24.58,0,132.20,132.20,0,115.76,0,234.98,0,39.81,47.85,0,0,24.53,0,39.81
