Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)"
515,0,0,588.93,0,0,0,409.05,0,762.00,0,0,0,887.84,0,644.48,1641.60,0,0,0,0,0,1147.75,67.75,0,0,0,0,0,736.37,1142.59,0,0,0,0,0
