Index,"(C1,H1)","(C1,H2)","(C1,H3)","(C1,H4)","(C1,H5)","(C2,H1)","(C2,H2)","(C2,H3)","(C2,H4)","(C2,H5)","(C3,H1)","(C3,H2)","(C3,H3)","(C3,H4)","(C3,H5)","(C4,H1)","(C4,H2)","(C4,H3)","(C4,H4)","(C4,H5)","(C5,H1)","(C5,H2)","(C5,H3)","(C5,H4)","(C5,H5)"
515,0,0,0,17.28,0,0,13.90,0,0,13.90,8.44,0,8.44,0,8.44,0,7.62,0,0,0,0,0,6.08,0,0
