Index,"(C1,H1)","(C2,H1)","(C3,H1)","(C4,H1)","(C5,H1)","(C1,H2)","(C2,H2)","(C3,H2)","(C4,H2)","(C5,H2)","(C1,H3)","(C2,H3)","(C3,H3)","(C4,H3)","(C5,H3)","(C1,H4)","(C2,H4)","(C3,H4)","(C4,H4)","(C5,H4)","(C1,H5)","(C2,H5)","(C3,H5)","(C4,H5)","(C5,H5)","(CU,H1)","(CU,H2)","(CU,H3)","(CU,H4)","(CU,H5)","(C1,HU)","(C2,HU)","(C3,HU)","(C4,HU)","(C5,HU)"
515,0,0,"(115.81,46.03)",0,0,0,"(205.00,175.57)",0,"(160.00,60.00)",0,0,0,"(221.00,115.81)",0,"(222.00,116.00)","(177.00,82.00)",0,0,0,0,0,"(175.57,93.00)","(46.03,38.00)",0,0,0,0,0,"(82.00,38.00)","(82.00,38.00)",0,0,0,0,0
