Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H1,CU)","(H2,CU)","(HU,C1)","(HU,C2)"
4,0,1800.00,1550.00,450.00,0,400.00,1075.00,0
