Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)"
4,0,"(444.39,424.39)","(464.39,444.39)","(485.72,464.39)","(500.00,485.72)",0,0,"(460.00,400.00)",0,0,"(440.00,400.00)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(424.39,340.00)",0,0,"(350.00,310.00)","(350.00,320.00)",0,0,0,0,"(580.00,580.00)"
