Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)"
15,0,0,"(540.15,353.15)",0,"(467.40,363.15)","(616.15,467.40)","(432.15,350.15)",0,0,0,"(573.15,573.15)"
