Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H4,C1)","(H4,C2)","(H5,C1)","(H5,C2)","(H6,C1)","(H6,C2)","(H7,C1)","(H7,C2)","(H8,C1)","(H8,C2)","(H9,C1)","(H9,C2)","(H10,C1)","(H10,C2)","(H11,C1)","(H11,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(H7,CU)","(H8,CU)","(H9,CU)","(H10,CU)","(H11,CU)","(HU,C1)","(HU,C2)"
39,0,0,0,0,514.07,0,410.12,0,1274.71,2374.22,0,526.45,0,458.04,0,124.25,288.30,0,0,94.74,0,630.50,1247.01,102.45,0,0,0,0,0,0,0,0,65.72,0,481.85
