Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H4,C1)","(H4,C2)","(H5,C1)","(H5,C2)","(H6,C1)","(H6,C2)","(H7,C1)","(H7,C2)","(H8,C1)","(H8,C2)","(H9,C1)","(H9,C2)","(H10,C1)","(H10,C2)","(H11,C1)","(H11,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(H6,CU)","(H7,CU)","(H8,CU)","(H9,CU)","(H10,CU)","(H11,CU)","(HU,C1)","(HU,C2)"
39,0,0,0,0,3735.69,0,3812.36,0,9364.80,11866.52,0,5440.72,0,7848.33,0,2786.70,3335.14,0,0,1952.59,0,5224.41,10724.55,4415.23,0,0,0,0,0,0,0,0,1742.34,0,28663.13
