Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(C1,H3)","(C2,H3)","(C1,H4)","(C2,H4)","(C1,H5)","(C2,H5)","(C1,H6)","(C2,H6)","(C1,H7)","(C2,H7)","(C1,H8)","(C2,H8)","(C1,H9)","(C2,H9)","(C1,H10)","(C2,H10)","(C1,H11)","(C2,H11)","(CU,H1)","(CU,H2)","(CU,H3)","(CU,H4)","(CU,H5)","(CU,H6)","(CU,H7)","(CU,H8)","(CU,H9)","(CU,H10)","(CU,H11)","(C1,HU)","(C2,HU)"
39,0,0,0,0,"(108.06,30.00)",0,"(130.00,111.17)",0,"(107.68,30.00)","(202.19,148.77)",0,"(148.77,130.00)",0,"(234.79,207.72)",0,"(251.51,234.79)","(127.88,30.00)",0,0,"(250.62,234.79)",0,"(225.83,148.77)","(40.00,20.00)","(40.00,20.00)",0,0,0,0,0,0,0,0,"(40.00,20.00)",0,"(350.00,251.13)"
