Index,"(C1,H1)","(C1,H2)","(C1,H3)","(C1,H4)","(C1,H5)","(C1,H6)","(C1,H7)","(C1,H8)","(C1,H9)","(C1,H10)","(C1,H11)","(C2,H1)","(C2,H2)","(C2,H3)","(C2,H4)","(C2,H5)","(C2,H6)","(C2,H7)","(C2,H8)","(C2,H9)","(C2,H10)","(C2,H11)"
39,0,0,47.86,202.48,120.55,0,0,0,34.07,0,0,0,0,0,0,222.13,289.92,289.92,166.62,0,123.30,67.79
