Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(C1,H3)","(C2,H3)","(CU,H1)","(CU,H2)","(CU,H3)","(C1,HU)","(C2,HU)"
15,0,0,"(414.06,299.15)",0,"(392.47,299.15)","(431.96,391.15)","(333.15,293.15)",0,0,0,"(538.15,431.96)"
