Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)"
15,0,0,56.09,0,82.53,2.62,36.94,0,0,0,60.17
