Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)"
29,"(433.15,407.06)",0,0,0,0,"(460.99,410.95)","(522.05,460.99)",0,0,0,0,0,0,0,"(499.85,395.51)",0,0,"(544.25,422.05)",0,0,0,0,0,"(472.05,379.69)",0,"(407.06,366.45)",0,"(395.51,338.75)",0,"(379.69,338.75)",0,0,0,0,0
