Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H1,C5)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H2,C5)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H3,C5)","(H4,C1)","(H4,C2)","(H4,C3)","(H4,C4)","(H4,C5)","(H5,C1)","(H5,C2)","(H5,C3)","(H5,C4)","(H5,C5)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)","(HU,C5)"
29,3.76,0,0,0,0,16.94,16.51,0,0,0,0,0,0,0,71.16,0,0,23.67,0,0,0,0,0,82.71,0,5.23,0,16.74,0,16.24,0,0,0,0,0
