Index,"(C1,H1)","(C2,H1)","(C3,H1)","(C4,H1)","(C5,H1)","(C1,H2)","(C2,H2)","(C3,H2)","(C4,H2)","(C5,H2)","(C1,H3)","(C2,H3)","(C3,H3)","(C4,H3)","(C5,H3)","(C1,H4)","(C2,H4)","(C3,H4)","(C4,H4)","(C5,H4)","(C1,H5)","(C2,H5)","(C3,H5)","(C4,H5)","(C5,H5)","(CU,H1)","(CU,H2)","(CU,H3)","(CU,H4)","(CU,H5)","(C1,HU)","(C2,HU)","(C3,HU)","(C4,HU)","(C5,HU)"
29,"(363.35,333.15)",0,0,0,0,"(433.15,363.35)","(494.85,388.75)",0,0,0,0,0,0,0,"(477.55,366.45)",0,0,"(494.25,310.95)",0,0,0,0,0,"(449.85,355.35)",0,"(313.15,298.15)",0,"(313.15,298.15)",0,"(313.15,298.15)",0,0,0,0,0
