Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(CU,H1)","(CU,H2)","(C1,HU)","(C2,HU)"
1,"(611.67,555.00)","(500.00,350.00)","(555.00,410.00)",0,0,"(320.00,300.00)","(650.00,611.67)",0
