Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H1,CU)","(H2,CU)","(HU,C1)","(HU,C2)"
1,"(170.00,160.00)","(270.00,170.00)","(220.00,82.73)",0,0,"(82.73,60.00)",0,"(250.00,250.00)"
