Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(CU,H1)","(CU,H2)","(C1,HU)","(C2,HU)"
1,"(59.00,50.00)","(196.00,160.00)","(210.00,59.00)",0,0,"(20.00,15.00)",0,"(210.00,196.00)"
