Index,"(C1,H1)","(C2,H1)","(C3,H1)","(C4,H1)","(C1,H2)","(C2,H2)","(C3,H2)","(C4,H2)","(C1,H3)","(C2,H3)","(C3,H3)","(C4,H3)","(CU,H1)","(CU,H2)","(CU,H3)","(C1,HU)","(C2,HU)","(C3,HU)","(C4,HU)"
69,"(564.85,521.54)",0,0,"(566.00,518.00)","(521.54,497.00)","(576.00,389.00)",0,0,0,0,"(386.00,326.00)","(518.00,313.00)",0,0,"(308.00,293.00)","(613.00,564.85)",0,0,0
