Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)"
69,310.96,0,0,81.12,176.16,119.87,0,0,0,0,460.32,346.45,0,0,271.40,345.64,0,0,0
