Index,"(C1,H1)","(C1,H2)","(C1,H3)","(C2,H1)","(C2,H2)","(C2,H3)","(C3,H1)","(C3,H2)","(C3,H3)","(C4,H1)","(C4,H2)","(C4,H3)"
69,7.18,7.18,0,0,0.64,0,0,0,7.67,1.69,0,1.69
