Index,"(H1,C1)","(H1,C2)","(H1,C3)","(H1,C4)","(H2,C1)","(H2,C2)","(H2,C3)","(H2,C4)","(H3,C1)","(H3,C2)","(H3,C3)","(H3,C4)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)","(HU,C3)","(HU,C4)"
69,"(626.00,587.21)",0,0,"(626.00,580.56)","(620.00,531.52)","(620.00,492.47)",0,0,0,0,"(528.00,399.73)","(528.00,393.31)",0,0,"(397.05,353.00)","(650.00,650.00)",0,0,0
