Index,"(C1,H1)","(C2,H1)","(C3,H1)","(C4,H1)","(C5,H1)","(C6,H1)","(C7,H1)","(C8,H1)","(C9,H1)","(C10,H1)","(C1,H2)","(C2,H2)","(C3,H2)","(C4,H2)","(C5,H2)","(C6,H2)","(C7,H2)","(C8,H2)","(C9,H2)","(C10,H2)","(C1,H3)","(C2,H3)","(C3,H3)","(C4,H3)","(C5,H3)","(C6,H3)","(C7,H3)","(C8,H3)","(C9,H3)","(C10,H3)","(C1,H4)","(C2,H4)","(C3,H4)","(C4,H4)","(C5,H4)","(C6,H4)","(C7,H4)","(C8,H4)","(C9,H4)","(C10,H4)","(C1,H5)","(C2,H5)","(C3,H5)","(C4,H5)","(C5,H5)","(C6,H5)","(C7,H5)","(C8,H5)","(C9,H5)","(C10,H5)","(C1,H6)","(C2,H6)","(C3,H6)","(C4,H6)","(C5,H6)","(C6,H6)","(C7,H6)","(C8,H6)","(C9,H6)","(C10,H6)","(CU,H1)","(CU,H2)","(CU,H3)","(CU,H4)","(CU,H5)","(CU,H6)","(C1,HU)","(C2,HU)","(C3,HU)","(C4,HU)","(C5,HU)","(C6,HU)","(C7,HU)","(C8,HU)","(C9,HU)","(C10,HU)"
17,0,0,0,0,0,0,0,"(163.40,59.00)","(338.70,163.00)",0,0,"(471.00,99.00)","(502.30,437.00)","(418.60,78.00)","(234.00,217.00)","(266.00,256.00)",0,0,0,"(221.30,219.00)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(149.00,49.00)",0,0,0,"(385.00,30.00)",0,"(521.00,502.30)",0,0,0,0,0,"(556.95,338.70)",0,0,"(82.00,38.00)","(82.00,38.00)","(82.00,38.00)","(82.00,38.00)",0,0,0,0,0,0,0,0,0,"(649.00,556.95)",0
