Index,"(C1,H1)","(C1,H2)","(C1,H3)","(C1,H4)","(C1,H5)","(CU,H1)","(CU,H2)","(CU,H3)","(CU,H4)","(CU,H5)","(C1,HU)"
24,"(438.89,330.00)","(438.89,330.00)","(438.89,330.00)",0,"(330.00,290.00)","(320.00,300.00)",0,0,"(320.00,300.00)",0,"(660.00,438.89)"
