Index,"(H1,C1)","(H2,C1)","(H3,C1)","(H4,C1)","(H5,C1)","(H1,CU)","(H2,CU)","(H3,CU)","(H4,CU)","(H5,CU)","(HU,C1)"
24,34.00,8.81,23.72,0,18.39,9.00,0,0,10.00,0,33.77
