Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)"
1,0,"(159.00,132.40)","(267.00,88.00)",0,"(197.28,90.00)","(343.00,197.28)","(132.40,77.00)",0,0,0,"(500.00,499.00)"
