Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)"
1,0,6079.10,3651.60,0,5771.70,7839.70,12657.90,0,0,0,14907.90
