Index,"(C1,H1)","(C2,H1)","(C1,H2)","(C2,H2)","(C1,H3)","(C2,H3)","(CU,H1)","(CU,H2)","(CU,H3)","(C1,HU)","(C2,HU)"
1,0,"(149.00,118.00)","(127.00,26.00)",0,"(127.00,26.00)","(188.98,149.00)","(40.00,20.00)",0,0,0,"(265.00,188.98)"
