Index,"(H1,C1)","(H1,C2)","(H2,C1)","(H2,C2)","(H3,C1)","(H3,C2)","(H1,CU)","(H2,CU)","(H3,CU)","(HU,C1)","(HU,C2)"
1,0,2267.38,381.32,0,917.72,516.05,757.78,0,0,0,213.98
